sym0,sym1,sym2,sym3,sym4,sym5,sym6,sym7
R242,R0,R235,R24,R323,R103,R223,R431
R243,R0,R235,R24,R323,R103,R223,R431
R243,R0,R235,R24,R323,R103,R223,R431
R143,R0,R235,R24,R323,R103,R223,R431
R143,R0,R235,R24,R323,R103,R223,R431
R143,R0,R235,R24,R323,R103,R223,R431
R143,R0,R235,R24,R323,R103,R223,R431
R143,R0,R235,R24,R323,R103,R223,R431
R143,R0,R235,R24,R323,R103,R223,R431
R143,R0,R235,R24,R323,R103,R223,R431
R143,R0,R235,R24,R323,R103,R223,R441
R143,R0,R235,R24,R323,R103,R223,R431
R143,R0,R225,R24,R323,R103,R223,R431
R143,R0,R225,R124,R323,R103,R223,R431
R143,R0,R225,R24,R323,R103,R223,R431
R143,R0,R225,R24,R323,R103,R223,R431
R143,R0,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R235,R24,R323,R103,R223,R431
R143,R1,R235,R24,R323,R103,R223,R431
R143,R1,R235,R24,R323,R103,R223,R431
R143,R1,R235,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R225,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R1,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R224,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R2,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R235,R24,R323,R103,R223,R431
R143,R12,R235,R24,R323,R103,R223,R431
R143,R12,R235,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R12,R225,R24,R323,R103,R223,R431
R143,R13,R225,R24,R323,R103,R223,R431
R143,R13,R225,R24,R323,R103,R223,R431
R143,R13,R225,R24,R323,R103,R223,R431
R143,R13,R225,R24,R323,R103,R223,R431
R143,R13,R225,R24,R323,R103,R223,R431
R143,R13,R225,R24,R323,R103,R223,R431
