active-routes-count_leaf1,deleted-routes-count_leaf1,paths-count_leaf1,protocol-route-memory_leaf1,routes-counts_leaf1,performance-statistics__vrf__inbound-update-messages_leaf1,vrf__network-count_leaf1,vrf__path-count_leaf1,vrf__update-messages-received_leaf1,active-routes-count_leaf2,deleted-routes-count_leaf2,paths-count_leaf2,protocol-route-memory_leaf2,performance-statistics__vrf__inbound-update-messages_leaf2,vrf__path-count_leaf2,vrf__update-messages-received_leaf2,active-routes-count_leaf3,deleted-routes-count_leaf3,paths-count_leaf3,protocol-route-memory_leaf3,routes-counts_leaf3,global__established-neighbors-count-total_leaf3,performance-statistics__vrf__inbound-update-messages_leaf3,vrf__network-count_leaf3,vrf__path-count_leaf3,vrf__update-messages-received_leaf3,paths-count_leaf5,protocol-route-memory_leaf5,performance-statistics__vrf__inbound-update-messages_leaf5,vrf__network-count_leaf5,vrf__path-count_leaf5,vrf__update-messages-received_leaf5,active-routes-count_leaf6,deleted-routes-count_leaf6,paths-count_leaf6,protocol-route-memory_leaf6,routes-counts_leaf6,performance-statistics__vrf__inbound-update-messages_leaf6,vrf__network-count_leaf6,vrf__path-count_leaf6,vrf__update-messages-received_leaf6,active-routes-count_leaf7,deleted-routes-count_leaf7,paths-count_leaf7,protocol-route-memory_leaf7,routes-counts_leaf7,performance-statistics__vrf__inbound-update-messages_leaf7,vrf__network-count_leaf7,vrf__path-count_leaf7,vrf__update-messages-received_leaf7,paths-count_leaf8,protocol-route-memory_leaf8,performance-statistics__vrf__inbound-update-messages_leaf8,vrf__path-count_leaf8,vrf__update-messages-received_leaf8,active-routes-count_spine1,deleted-routes-count_spine1,paths-count_spine1,protocol-route-memory_spine1,routes-counts_spine1,performance-statistics__vrf__inbound-update-messages_spine1,vrf__network-count_spine1,vrf__path-count_spine1,vrf__update-messages-received_spine1,active-routes-count_spine2,deleted-routes-count_spine2,paths-count_spine2,protocol-route-memory_spine2,routes-counts_spine2,global__established-neighbors-count-total_spine2,performance-statistics__vrf__inbound-update-messages_spine2,vrf__network-count_spine2,vrf__path-count_spine2,vrf__update-messages-received_spine2,active-routes-count_spine3,deleted-routes-count_spine3,paths-count_spine3,protocol-route-memory_spine3,routes-counts_spine3,performance-statistics__vrf__inbound-update-messages_spine3,vrf__path-count_spine3,vrf__update-messages-received_spine3,active-routes-count_spine4,deleted-routes-count_spine4,paths-count_spine4,protocol-route-memory_spine4,routes-counts_spine4,performance-statistics__vrf__inbound-update-messages_spine4,vrf__network-count_spine4,vrf__path-count_spine4,vrf__update-messages-received_spine4,anomaly
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
183.0,0.0,1194.0,157280.0,184.0,27026.0,389.0,5788.0,27026.0,180.0,0.0,1134.0,150176.0,46791.0,7082.0,46791.0,184.0,0.0,1288.0,167808.0,184.0,36.0,44064.0,389.0,6508.0,44064.0,1138.0,150752.0,45005.0,389.0,6193.0,45005.0,181.0,0.0,1138.0,150624.0,181.0,48431.0,389.0,7486.0,48431.0,181.0,0.0,1123.0,148944.0,181.0,46748.0,389.0,7517.0,46748.0,1113.0,147824.0,46335.0,7320.0,46335.0,171.0,0.0,1092.0,144192.0,171.0,83816.0,389.0,8649.0,83816.0,171.0,0.0,1092.0,144192.0,171.0,64.0,148340.0,389.0,10721.0,148340.0,171.0,0.0,1092.0,144192.0,171.0,83573.0,10721.0,83573.0,172.0,0.0,1057.0,140400.0,172.0,81185.0,389.0,10442.0,81185.0,0
