sym0,sym1,sym2,sym3,sym4,sym5,sym6
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R4,R4,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R4,R1,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R1,R1,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R1,R1,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R1,R4,R1
R1,R3,R1,R7,R1,R4,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R4,R1,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R1,R1,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R1,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R4,R4,R1
R1,R0,R1,R7,R4,R4,R1
